,Especificação,Classe,Tipo
auxserv_6_1_21_1087,Realização de testes e medições para controle de qualidade de produtos,42,s
auxserv_6_1_21_1088,Realização de testes e medições para controle de qualidade de serviços,42,s
auxserv_6_1_21_1089,Reconstrução de edificações [reedificação],37,s
auxserv_6_1_21_1090,Recozimento de metal,40,s
auxserv_6_1_21_1091,recuperação de arma e equipamento bélico,37,s
auxserv_6_1_21_1092,Recuperação de plantas [cultura de plantas],44,s
auxserv_6_1_21_1093,"Reembolso postal [sistema de vendas em que a mercadoria chega à mão do comprador pelo correio, por intermédio do 
qual é feito o pagamento]",39,s
auxserv_6_1_21_1094,Reencadernação de livro [serviço de reparação de encadernação],37,s
auxserv_6_1_21_1095,Relocalização de indivíduos [investigação  de pessoas desaparecidas],45,s
auxserv_6_1_21_1096,Reparação de barraca,37,s
auxserv_6_1_21_1097,Reparação de bolsas,37,s
auxserv_6_1_21_1098,Reparação de cachimbo,37,s
auxserv_6_1_21_1099,Reparação de equipamento de gás [serviço de manutenção e reparo],37,s
auxserv_6_1_21_1100,Reparação de furador de papel,37,s
auxserv_6_1_21_1101,Reparação de grampeador [artigo de escritório],37,s
auxserv_6_1_21_1102,Reparação de isqueiro,37,s
auxserv_6_1_21_1103,Reparação de monumento [serviço de manutenção e reparo],37,s
auxserv_6_1_21_1104,Reparação de piteira,37,s
auxserv_6_1_21_1105,Reparação e conservação de adorno [serviço de manutenção e reparo],37,s
auxserv_6_1_21_1106,Reparação de câmara de ar,37,s
auxserv_6_1_21_1107,Reparação e manutenção da estrutura de letreiro e painel não elétrico,37,s
auxserv_6_1_21_1108,Reparo de estampas,37,s
auxserv_6_1_21_1109,Reparo de fechadura,37,s
auxserv_6_1_21_1110,Reparo de moldes para estamparia [serviço de manutenção e reparo],37,s
auxserv_6_1_21_1111,Reparo ou manutenção de aparelhos e equipamentos de uso em barbearia e salões de beleza,37,s
auxserv_6_1_21_1112,Repassagem de roupa,37,s
auxserv_6_1_21_1113,Representação comercial,35,s
auxserv_6_1_21_1114,"Representação comercial de aparelho elétrico, eletrônico e térmico",35,s
auxserv_6_1_21_1115,"Representação e defesa de causas de caráter social, defesa dos direitos humanos, defesa do meio ambiente, defesa 
das minorias étnicas perante órgãos da administração pública ou diante da opinião pública",45,s
auxserv_6_1_21_1116,"Representação jurídica de associados, grupos civis organizados ou da sociedade civil para defesa de interesses e 
direitos individuais, coletivos e difusos",45,s
auxserv_6_1_21_1117,"Representação, diante da Administração Pública ou de entidades privadas, de associados, grupos civis organizados ou 
da sociedade civil para defesa de interesses e direitos individuais, coletivos e difusos",45,s
auxserv_6_1_21_1118,Reserva e emissão de bilhetes para shows,41,s
auxserv_6_1_21_1119,Restauração de afresco [serviço de restauração de obra artística],37,s
auxserv_6_1_21_1120,Restauração de obra sacra e histórica [serviço de restauração de obra artística],37,s
auxserv_6_1_21_1121,Restauração e conservação de fotografias,40,s
auxserv_6_1_21_1122,Revestimento de poliuretano em peça [serviço de tratamento de materiais],40,s
auxserv_6_1_21_1123,Salas de cinema,41,s
auxserv_6_1_21_1124,Salvamento em transporte,39,s
auxserv_6_1_21_1125,"Sapateiro, confecção sob medida",40,s
auxserv_6_1_21_1126,"Sapateiro, conserto e reparo",37,s
auxserv_6_1_21_1127,Seguro contra acidente,36,s
auxserv_6_1_21_1128,Separação e tratamento de resíduos urbanos para reciclagem,40,s
auxserv_6_1_21_1129,Serralheria [conserto],37,s
auxserv_6_1_21_1130,Serralheria [fabricação],40,s
auxserv_6_1_21_1131,"Serviço de acompanhante de pessoas com limitações motoras, exceto enfermagem",45,s
auxserv_6_1_21_1132,Serviço de agricultura agroecológica,44,s
auxserv_6_1_21_1133,Serviço de agricultura agroflorestal,44,s
auxserv_6_1_21_1134,Serviço de carteira de compensação entre negócios,36,s
auxserv_6_1_21_1135,Serviço de contagem de tempo de serviço de trabalhadores [serviços jurídicos],45,s
auxserv_6_1_21_1136,Serviço de corretor de publicidade,35,s
auxserv_6_1_21_1137,Serviço de injeção de plástico,40,s
auxserv_6_1_21_1138,Serviço de maquiagem,44,s
auxserv_6_1_21_1139,Serviço de mistura de tintas,40,s
auxserv_6_1_21_1140,Serviço de monitoramento de clientes bancários [videovigilância],45,s
auxserv_6_1_21_1141,Serviço de nutricionista,44,s
auxserv_6_1_21_1142,Serviço de química [pesquisa e análise para fim industrial],42,s
auxserv_6_1_21_1143,Serviço de radiofarol,39,s
auxserv_6_1_21_1144,Serviço de recarga para cartucho de impressora,37,s
auxserv_6_1_21_1145,Serviço de repórter [agência de notícia],41,s
auxserv_6_1_21_1146,Serviço de segurança bancária por meio de utilização de senha [software],42,s
auxserv_6_1_21_1147,Serviço de transmissão de noticiário,38,s
auxserv_6_1_21_1148,Serviço funerário,45,s
auxserv_6_1_21_1149,Serviço personalizado de compras para terceiros  [serviços de comprador pessoal],45,s
auxserv_6_1_21_1150,"Serviço socioassistencial de acolhimento de indigentes [abordagem, troca de informações e encaminhamento]",45,s
auxserv_6_1_21_1151,"Serviços de assistência jurídica, prestados a título de assistência social",45,s
auxserv_6_1_21_1152,Serviços de barbeiro,44,s
auxserv_6_1_21_1153,Serviços de berçário,43,s
auxserv_6_1_21_1154,Serviços de bombeiro hidráulico,37,s
auxserv_6_1_21_1155,Serviços de bordadeira,40,s
auxserv_6_1_21_1156,Serviços de borracharia,37,s
auxserv_6_1_21_1157,Serviços de borracheiro,37,s
auxserv_6_1_21_1158,Serviços de botânica,44,s
auxserv_6_1_21_1159,Serviços de busca e resgate de aeronave,39,s
auxserv_6_1_21_1160,Serviços de caligrafia,41,s
auxserv_6_1_21_1161,"Serviços de carregamento, compartilhamento e postagem de fotos áudio e vídeo  [transmissão]",38,s
auxserv_6_1_21_1162,Serviços de cartografia,42,s
auxserv_6_1_21_1163,Serviços de cartório [notariado],45,s
auxserv_6_1_21_1164,Serviços de caseiro,45,s
auxserv_6_1_21_1165,Serviços de cenografia,41,s
auxserv_6_1_21_1166,Serviços de centro de diagnóstico de veículo [serviços de manutenção/reparo de automóveis],37,s
auxserv_6_1_21_1167,Serviços de cerimonial [planejamento de eventos] com fins comerciais ou publicitários,35,s
auxserv_6_1_21_1168,Serviços de cerimonial [planejamento de eventos] sem fins comerciais ou publicitários,41,s
auxserv_6_1_21_1169,Serviços de cerzideira,40,s
auxserv_6_1_21_1170,"Serviços de chaveiro [conserto, manutenção e reparo de fechaduras]",37,s
auxserv_6_1_21_1171,Serviços de chaveiro [fabricação de chaves e fechaduras],40,s
auxserv_6_1_21_1172,Serviços de clicheria,40,s
auxserv_6_1_21_1173,Serviços de coleta de leite [ordenha],44,s
auxserv_6_1_21_1174,"Serviços de colocação e recolocação no mercado de trabalho, prestados a título de assistência social",35,s
auxserv_6_1_21_1175,Serviços de cometografia [estudos em astronomia cometária],42,s
auxserv_6_1_21_1176,Serviços de companhia teatral,41,s
auxserv_6_1_21_1177,Serviços de compilação e disponibilização de listas de casamento,35,s
auxserv_6_1_21_1178,"Serviços de comunicação para a transmissão de uma transação eletrônica de um estabelecimento até uma central de 
processamento [telecomunicação]",38,s
auxserv_6_1_21_1179,Serviços de concepção de programas de TV/rádio,41,s
auxserv_6_1_21_1180,Serviços de conjunto musical [serviços de entretenimento],41,s
auxserv_6_1_21_1181,Serviços de conservação e limpeza em campo de esporte,37,s
auxserv_6_1_21_1182,Serviços de construtor,37,s
auxserv_6_1_21_1183,Serviços de copeiras,43,s
auxserv_6_1_21_1184,"Serviços de cuidados pessoais voltados para a população carente, com fins de reabilitação social, prestados a título de 
assistência social [dar banho, vestir, pentear, alimentar com finalidade de atender a necessidades individuais 
específicas]",45,s
auxserv_6_1_21_1185,Serviços de desenvolvimento de banco de dados [informática],42,s
auxserv_6_1_21_1186,Serviços de detecção de fraudes contra cartões de crédito,36,s
auxserv_6_1_21_1187,"Serviços de educação, prestados a título de assistência social",41,s
auxserv_6_1_21_1188,Serviços de engenharia e planejamento no campo de redes de informação e comunicações,42,s
auxserv_6_1_21_1189,Serviços de engraxate,37,s
auxserv_6_1_21_1190,"Serviços de entretenimento, a saber, torneios de capoeira",41,s
auxserv_6_1_21_1191,Serviços de escort,45,s
auxserv_6_1_21_1192,Serviços de fatura [emissão de notas fiscais],35,s
auxserv_6_1_21_1193,Serviços de governança doméstica,45,s
auxserv_6_1_21_1194,Serviços de hibridação [cruzamento fecundo entre indivíduos diferentes na variedade ou na espécie],44,s
auxserv_6_1_21_1195,Serviços de identificação biométrica,45,s
auxserv_6_1_21_1196,"Serviços de ilustrações gráficas, técnicas e simulações gráficas de projeto",42,s
auxserv_6_1_21_1197,Serviços de ilustradores,42,s
auxserv_6_1_21_1198,Serviços de incubadora de ovos,44,s
auxserv_6_1_21_1199,"Serviços de lazer e entretenimento, prestados a título de assistência social",41,s
auxserv_6_1_21_1200,Serviços de lobby para fins que não sejam comerciais,45,s
auxserv_6_1_21_1201,Serviços de medicina à distância,44,s
auxserv_6_1_21_1202,"Serviços de organização de encontros com finalidade de autoajuda, prestados a título de assistência social",45,s
auxserv_6_1_21_1203,"Serviços de organização de encontros com finalidade de integração social, prestados a título de assistência social",45,s
auxserv_6_1_21_1204,"Serviços de orientação espiritual e filosófica, prestados a título de assistência social",45,s
auxserv_6_1_21_1205,Serviços de pedreiro,37,s
auxserv_6_1_21_1206,Serviços de pesca/ captura de pescado,44,s
auxserv_6_1_21_1207,Serviços de pinturas viárias,37,s
auxserv_6_1_21_1208,Serviços de premiação,41,s
auxserv_6_1_21_1209,Serviços de programa de incentivo a funcionários,35,s
auxserv_6_1_21_1210,"Serviços de programas de fidelidade [clube, cartão, talão]",35,s
auxserv_6_1_21_1211,"Serviços de projetos arquitetônicos de casas populares, prestados a título de assistência social",42,s
auxserv_6_1_21_1212,"Serviços de promoção de campanhas publicitárias com vistas à prevenção de doenças, a título de assistência social",35,s
auxserv_6_1_21_1213,"Serviços de promoção de relacionamento interpessoal, prestados a título de assistência social",45,s
auxserv_6_1_21_1214,Serviços de raio-x,44,s
auxserv_6_1_21_1215,"Serviços de reabilitação física, motora e emocional prestados a título de assistência social",44,s
auxserv_6_1_21_1216,Serviços de recarga de cartuchos ou toner vazios,37,s
auxserv_6_1_21_1217,"Serviços de recarga de créditos de cartões magnéticos do tipo: vale refeição, alimentação ou combustível",36,s
auxserv_6_1_21_1218,"Serviços de representação de classe, a saber, organização de atividades de lazer e entretenimento",41,s
auxserv_6_1_21_1219,Serviços de segurança rodoviária,45,s
auxserv_6_1_21_1220,"Serviços de sinalização [instalação, manutenção e construção]",37,s
auxserv_6_1_21_1221,Serviços de sinalização [projetos arquitetônicos e engenharia],42,s
auxserv_6_1_21_1222,Serviços de sinuca [entretenimento],41,s
auxserv_6_1_21_1223,Serviços de terapia,44,s
auxserv_6_1_21_1224,Serviços de time sharing,36,s
auxserv_6_1_21_1225,Serviços fisioterápicos prestados a título de assistência social,44,s
auxserv_6_1_21_1226,"Serviços jurídicos, a saber, provimento de informação personalizada, consultoria, aconselhamento e solução de litígios, 
todos na área de imigração",45,s
auxserv_6_1_21_1227,Serviços médicos prestados a título de assistência social,44,s
auxserv_6_1_21_1228,Serviços odontológicos prestados a título de assistência social,44,s
auxserv_6_1_21_1229,"Serviços prestados por entidades de representação de classe, a saber, apresentação de cursos, treinamentos, palestras 
e seminários",41,s
auxserv_6_1_21_1230,"Serviços prestados por entidades de representação de classe, a saber, assistência jurídica aos associados",45,s
auxserv_6_1_21_1231,"Serviços prestados por entidades de representação de classe, a saber, controle de qualidade de produtos ou de serviços 
prestados por profissionais",42,s
auxserv_6_1_21_1232,"Serviços prestados por entidades de representação de classe, a saber, gestão de fundo de pensão para os seus 
associados",36,s
auxserv_6_1_21_1233,"Serviços prestados por entidades de representação de classe, a saber, gestão de planos de saúde para os seus 
associados",36,s
auxserv_6_1_21_1234,"Serviços prestados por entidades de representação de classe, a saber, informações sobre legislação trabalhista",45,s
auxserv_6_1_21_1235,"Serviços prestados por entidades de representação de classe, a saber, intermediação comercial para os seus 
associados.",35,s
auxserv_6_1_21_1236,"Serviços prestados por entidades de representação de classe, a saber, promoção de negócios dos associados",35,s
auxserv_6_1_21_1237,"Serviços prestados por entidades de representação de classe, a saber, representação diante da Administração Pública 
ou de entidades privadas.",45,s
auxserv_6_1_21_1238,"Serviços prestados por entidades de representação de classe, a saber, representação jurídica de uma determinada 
classe",45,s
auxserv_6_1_21_1239,"Serviços prestados por entidades de representação de classe, a saber, serviços de administração de convênios de 
benefícios",35,s
auxserv_6_1_21_1240,"Serviços prestados por entidades de representação de classe, a saber, serviços de administração de planos de 
previdência privada",36,s
auxserv_6_1_21_1241,"Serviços prestados por entidades de representação de classe, a saber, serviços de captação de recursos financeiros 
para seus associados",36,s
auxserv_6_1_21_1242,"Serviços prestados por entidades de representação de classe, a saber, serviços de fornecimento de crédito para os seus 
associados",36,s
auxserv_6_1_21_1243,"Serviços prestados por entidades de representação de classe, a saber, sistematização de informações em bancos de 
dados para a inclusão e disponibilização de currículos e ofertas de empregos",35,s
auxserv_6_1_21_1244,"Serviços prestados por entidades sindicais, a saber, administração de convênios de benefícios",35,s
auxserv_6_1_21_1245,"Serviços prestados por entidades sindicais, a saber, orientação e assistência jurídica aos seus associados",45,s
auxserv_6_1_21_1246,"Serviços prestados por entidades sindicais, a saber, promoção de crédito para os seus associados",36,s
auxserv_6_1_21_1247,"Serviços prestados por entidades sindicais, a saber, representação e defesa dos interesses das organizações 
associativas, patronais e empresariais diante da administração pública ou de entidades privadas e em negociações 
trabalhistas",45,s
auxserv_6_1_21_1248,"Serviços prestados por entidades sindicais, a saber, representação e defesa dos interesses trabalhistas por 
organizações sindicais diante da administração pública ou de entidades privadas e em negociações trabalhistas",45,s
auxserv_6_1_21_1249,"Serviços prestados por entidades sindicais, a saber, serviços de ensino",41,s
auxserv_6_1_21_1250,"Serviços prestados por entidades sindicais, a saber, serviços médicos para os seus associados",44,s
auxserv_6_1_21_1251,"Serviços prestados por órgão fiscalizador da profissão, a saber, avaliação de serviços profissionais, no intuito de medir a 
conformidade destes serviços às normas profissionais vigentes",42,s
auxserv_6_1_21_1252,Serviços psicológicos prestados a título de assistência social,44,s
auxserv_6_1_21_1253,Silk-screen [serigrafia],40,s
auxserv_6_1_21_1254,Silvicultura [estudo e pesquisa],42,s
auxserv_6_1_21_1255,Silvimetria,44,s
auxserv_6_1_21_1256,Site para efetuar o licenciamento eletrônico de veículos,35,s
auxserv_6_1_21_1257,"Site para efetuar pagamentos de taxas, consórcios, mensalidades",36,s
auxserv_6_1_21_1258,Sites de busca [fornecimento de mecanismos de busca na Internet],42,s
auxserv_6_1_21_1259,Sondagem de solo e subsolo,42,s
auxserv_6_1_21_1260,Sonorização,41,s
auxserv_6_1_21_1261,Sonorização de eventos para empresas e similares,41,s
auxserv_6_1_21_1262,SPA [serviço de hospedagem e fornecimento de refeições],43,s
auxserv_6_1_21_1263,SPA [serviços médicos ou estéticos],44,s
auxserv_6_1_21_1264,Subscrição de seguro,36,s
auxserv_6_1_21_1265,Supermercado [comércio de alimentos],35,s
auxserv_6_1_21_1266,Supermercado [comércio de rações para animais],35,s
auxserv_6_1_21_1267,"Supermercado [comércio de artigos de higiene pessoal, cosmética e perfumaria]",35,s
auxserv_6_1_21_1268,"Supermercado [comércio de preparações para higiene doméstica, inclusive desinfetantes, desodorizantes de ambiente, 
preparações para perfumar ambiente e repelentes para ambientes]",35,s
auxserv_6_1_21_1269,Supermercado [comércio de preparações para lavanderia],35,s
auxserv_6_1_21_1270,"Supermercado [comércio de óleos, graxas e preparações para polir]",35,s
auxserv_6_1_21_1271,"Supermercado [comércio de utensílios manuais de limpeza, não elétricos]",35,s
auxserv_6_1_21_1272,"Supermercado [comércio de toalhas de papel, guardanapos de papel, papel laminado e filmes plásticos]",35,s
auxserv_6_1_21_1273,Supermercado [comércio de recipientes para acondicionar alimentos],35,s
auxserv_6_1_21_1274,"Supermercado [comércio de talheres, pratos e recipientes, todos descartáveis]",35,s
auxserv_6_1_21_1275,Supermercado [comércio de utensílios de mesa],35,s
auxserv_6_1_21_1276,Supermercado [comércio de utensílios para toalete],35,s
auxserv_6_1_21_1277,Supermercado [comércio de lâmpadas e pilhas],35,s
auxserv_6_1_21_1278,Supermercado [comércio de velas e fósforos],35,s
auxserv_6_1_21_1279,"Suporte técnico em informática, a saber instalação, manutenção e configuração de banco de dados",42,s
auxserv_6_1_21_1280,Telemarketing,35,s
auxserv_6_1_21_1281,Telemática [transmissão de informações/ telecomunicação],38,s
auxserv_6_1_21_1282,Telemetria,38,s
auxserv_6_1_21_1283,Telepesquisa [pesquisa de opinião],35,s
auxserv_6_1_21_1284,Televisionamento,38,s
auxserv_6_1_21_1285,Terapia esotérica,45,s
auxserv_6_1_21_1286,Terapia ocupacional [serviços psicológicos],44,s
auxserv_6_1_21_1287,Terceirização [assistência empresarial],35,s
auxserv_6_1_21_1288,Terceirização [fornecimento de mão-de-obra],35,s
auxserv_6_1_21_1289,Terraplanagem,37,s
auxserv_6_1_21_1290,"Testes, exames e provas psicotécnicos para orientação vocacional",41,s
auxserv_6_1_21_1291,"Testes, exames e provas psicotécnicos para seleção de pessoal [recrutamento de pessoal]",35,s
auxserv_6_1_21_1292,Tipografia [sistema de imprimir com fôrmas em relevo; impressão tipográfica],40,s
auxserv_6_1_21_1293,Transferência tecnológica [serviços jurídicos],45,s
auxserv_6_1_21_1294,Transmissão [emissão] de sinal de telecomunicação por satélite,38,s
auxserv_6_1_21_1295,"Transmissão de filmes de televisão via cabo, satélite, rede de telecomunicação",38,s
auxserv_6_1_21_1296,Transporte de urna mortuária,39,s
auxserv_6_1_21_1297,Tratamento da lã,40,s
auxserv_6_1_21_1298,Tratamento de água e esgoto,40,s
auxserv_6_1_21_1299,Tratamento de informação/dados [serviço de informática],42,s
auxserv_6_1_21_1300,Tratamento e purificação da água da piscina,40,s
auxserv_6_1_21_1301,Tratamento fitossanitário [controle de pragas agrícolas],44,s
auxserv_6_1_21_1302,Tratamento médico,44,s
auxserv_6_1_21_1303,Treinamento de capoeira [esporte],41,s
auxserv_6_1_21_1304,Treinamento prático [apresentação] de capoeira [esporte],41,s
auxserv_6_1_21_1305,Treinamento prático [demonstração] de capoeira [esporte],41,s
auxserv_6_1_21_1306,Treinamento prático de chorinho [música],41,s
auxserv_6_1_21_1307,Treinamento prático de chorinho [prática instrumental],41,s
auxserv_6_1_21_1308,Treinamento prático de grupo carnavalesco,41,s
auxserv_6_1_21_1309,Treinamento prático de samba [dança],41,s
auxserv_6_1_21_1310,Treinamento prático de samba [música],41,s
auxserv_6_1_21_1311,Treinamento prático de samba [prática instrumental],41,s
auxserv_6_1_21_1312,Trutário [criadouro de trutas],44,s
auxserv_6_1_21_1313,Universidade [serviço de educação],41,s
auxserv_6_1_21_1314,Usinagem metalúrgica,40,s
auxserv_6_1_21_1315,Usinagem siderúrgica,40,s
auxserv_6_1_21_1316,UTI móvel [serviços médicos],44,s
auxserv_6_1_21_1317,Vacinação de animal a domicílio,44,s
auxserv_6_1_21_1318,Vacinação de pessoa a domicílio,44,s
auxserv_6_1_21_1319,Venda de bilhetes de loteria,41,s
auxserv_6_1_21_1320,Venda de ingressos para shows e espetáculos,41,s
auxserv_6_1_21_1321,Venda e licenciamento de franchising [tratando-se de administração de negócios em franchising],35,s
auxserv_6_1_21_1322,Vistoria e perícia técnica de veículos,42,s
auxserv_6_1_21_1323,Vistoria prévia em veículo para seguradora e corretora de seguro,36,s
auxserv_6_1_21_1324,Vistorias navais,42,s
auxserv_6_1_21_1325,Vitrificação,40,s
auxserv_6_1_21_1326,Zelador,37,s
auxserv_6_1_21_1327,"Zincografia, linotipia e litografia",40,s
