,Especificação,Classe,Tipo
auxprod6_1_21_1358,Erva para defumador e incenso,3,p
auxprod6_1_21_1359,Erva para infusão medicinal,5,p
auxprod6_1_21_1360,"Erva para infusão, exceto medicinal",30,p
auxprod6_1_21_1361,Escama de peixe em bruto,20,p
auxprod6_1_21_1362,Escapamento para veículos [peça acessória de motores],7,p
auxprod6_1_21_1363,Escareador [ferramenta],8,p
auxprod6_1_21_1364,Escargô,29,p
auxprod6_1_21_1365,Escopro [ferramenta],8,p
auxprod6_1_21_1366,Escora de porta de metal [ferragem],6,p
auxprod6_1_21_1367,Escorredor [utensílio doméstico],21,p
auxprod6_1_21_1368,Escota [parte de embarcação],12,p
auxprod6_1_21_1369,Escova de cabelo,21,p
auxprod6_1_21_1370,Escova de piaçava,21,p
auxprod6_1_21_1371,Escova e pente para pelo de animal,21,p
auxprod6_1_21_1372,Escova para limpeza de cachimbo,34,p
auxprod6_1_21_1373,Escova usada na limpeza doméstica,21,p
auxprod6_1_21_1374,"Escovém [tubo ou manga de ferro por onde passa a amarra da âncora, para ir do 
convés ao costado, de onde desce ao mar]",12,p
auxprod6_1_21_1375,Escrotal elástico,10,p
auxprod6_1_21_1376,Escudo,13,p
auxprod6_1_21_1377,Escudo antitumulto,9,p
auxprod6_1_21_1378,Esfalerita [minério],6,p
auxprod6_1_21_1379,Esfera para máquina de escrever,16,p
auxprod6_1_21_1380,Esfera para moagem,7,p
auxprod6_1_21_1381,Esfiha,30,p
auxprod6_1_21_1382,Esmeralda,14,p
auxprod6_1_21_1383,Esmeril [pedra para amolar],8,p
auxprod6_1_21_1384,Esmeril para limpeza,3,p
auxprod6_1_21_1385,Espaçador [amortecedor para condutor de alta tensão],9,p
auxprod6_1_21_1386,"Espátula para pintor, decorador e vidraceiro",8,p
auxprod6_1_21_1387,Espelho para veículo,12,p
auxprod6_1_21_1388,Espermacete refinado,4,p
auxprod6_1_21_1389,Espetrógrafo [instrumento óptico],9,p
auxprod6_1_21_1390,Espetroscópio,10,p
auxprod6_1_21_1391,"Espevitadeira [tesoura para aparar o morrão de candeeiro, vela]",8,p
auxprod6_1_21_1392,Espiga [ferragem],6,p
auxprod6_1_21_1393,Espigão móvel para escalada,28,p
auxprod6_1_21_1394,Espinheira-santa para infusão não medicinal,30,p
auxprod6_1_21_1395,Espirulina [suplemento alimentar],5,p
auxprod6_1_21_1396,Esponja para banho,21,p
auxprod6_1_21_1397,Espuma contendo estabilizador,1,p
auxprod6_1_21_1398,Espuma contendo líquido volátil ou carregado por gás,1,p
auxprod6_1_21_1399,Espuma de borracha,17,p
auxprod6_1_21_1400,Espuma de polímero em bruto,1,p
auxprod6_1_21_1401,Espuma de polímero para isolar,17,p
auxprod6_1_21_1402,Espumadeira ou escumadeira [exceto parte do faqueiro],21,p
auxprod6_1_21_1403,Esquadria não metálica,19,p
auxprod6_1_21_1404,Essência alcoólica para fazer bebidas,33,p
auxprod6_1_21_1405,Estabilizador de voltagem,9,p
auxprod6_1_21_1406,Estábulos de metal transportáveis [gaiolas],6,p
auxprod6_1_21_1407,Estação de tratamento de efluentes [sistema],11,p
auxprod6_1_21_1408,Estantes [móveis],20,p
auxprod6_1_21_1409,Estatinas [medicamento anticolesterolêmico],5,p
auxprod6_1_21_1410,Estatuetas em biscuit,21,p
auxprod6_1_21_1411,Esteira de transporte,7,p
auxprod6_1_21_1412,Esteira para quadra de jogo [tapete para quadra de jogo],27,p
auxprod6_1_21_1413,Esteira secadora [parte de máquina],7,p
auxprod6_1_21_1414,Esteira sincronizada dentada ou lisa para máquinas industriais,7,p
auxprod6_1_21_1415,Estereógrafo,9,p
auxprod6_1_21_1416,Estereômetro,9,p
auxprod6_1_21_1417,Estereótipo [clichê],16,p
auxprod6_1_21_1418,Estíbio [antimônio],1,p
auxprod6_1_21_1419,Esticador [mourão],19,p
auxprod6_1_21_1420,Estilete [instrumento cirúrgico],10,p
auxprod6_1_21_1421,Estilográfo [caneta tinteiro],16,p
auxprod6_1_21_1422,Estimulante da respiração,5,p
auxprod6_1_21_1423,Estimulante do apetite,5,p
auxprod6_1_21_1424,Estojo [nécessaire] com utensílios de toalete,21,p
auxprod6_1_21_1425,Estojo de cosméticos de brinquedo [com cosméticos reais],3,p
auxprod6_1_21_1426,Estojo de pó de arroz [abastecido],3,p
auxprod6_1_21_1427,Estojo para filmadora e vídeo,9,p
auxprod6_1_21_1428,Estojo para munição,13,p
auxprod6_1_21_1429,Estojo porta-CDs,9,p
auxprod6_1_21_1430,Estolas,25,p
auxprod6_1_21_1431,Estopa em bruto,22,p
auxprod6_1_21_1432,Estrado para cama,20,p
auxprod6_1_21_1433,Estribo para equitação,18,p
auxprod6_1_21_1434,"Estronca, parte de veículo [pau que sustenta o cabeçalho do carro e impede que 
este, quando se retira a carga, encoste no chão]",12,p
auxprod6_1_21_1435,"Estrutura ou base [metálica ou não metálica] com mecanismo interno de 
regulagem de altura com finalidade única de ser componente de cadeiras e 
poltronas de escritório",20,p
auxprod6_1_21_1436,Estufa elétrica,11,p
auxprod6_1_21_1437,Estufa para baú de moto com aproveitamento do gás de escapamento,11,p
auxprod6_1_21_1438,Eupéptico carminativo e obesígeno,5,p
auxprod6_1_21_1439,Evaporômetro [aparelho que mede a evaporação de água da atmosfera],9,p
auxprod6_1_21_1440,Exaustor elétrico de uso doméstico,11,p
auxprod6_1_21_1441,"Excêntrico [peça de máquina que transforma um movimento circular contínuo em 
movimento retilíneo alternativo]",7,p
auxprod6_1_21_1442,Excêntrico [peça de veículo],12,p
auxprod6_1_21_1443,"Excipiente para fabricação de produto farmacêutico [substância que une base e 
veículo]",1,p
auxprod6_1_21_1444,Excipiente para produto químico [substância que une base e veículo],1,p
auxprod6_1_21_1445,Expectorante,5,p
auxprod6_1_21_1446,Extensão para macho [ferramenta manual],8,p
auxprod6_1_21_1447,Extensão para macho [fundição de metal],6,p
auxprod6_1_21_1448,Extintor de incêndio para veículo,9,p
auxprod6_1_21_1449,Extintor para charuto ou cigarro,34,p
auxprod6_1_21_1450,Extrato de acônito [insumo farmacêutico],1,p
auxprod6_1_21_1451,Extrato de alfazema [insumo manufatureiro],1,p
auxprod6_1_21_1452,Extrato de andiroba [insumo farmacêutico],1,p
auxprod6_1_21_1453,Extrato de arnica [insumo farmacêutico],1,p
auxprod6_1_21_1454,Extrato de café,30,p
auxprod6_1_21_1455,Extrato de calêndula [insumo farmacêutico],1,p
auxprod6_1_21_1456,Extrato de cupuaçu [insumo farmacêutico],1,p
auxprod6_1_21_1457,Extrato de erva-de-são-joão [mentrasto] [insumo farmacêutico],1,p
auxprod6_1_21_1458,Extrato de erva em bruto [insumo para manufatura],1,p
auxprod6_1_21_1459,Extrato de espinheira-santa [insumo farmacêutico],1,p
auxprod6_1_21_1460,Extrato de feijoa [insumo farmacêutico],1,p
auxprod6_1_21_1461,Extrato de guaçatonga [insumo farmacêutico],1,p
auxprod6_1_21_1462,Extrato de guaco [insumo farmacêutico],1,p
auxprod6_1_21_1463,Extrato de jaborandi [insumo farmacêutico],1,p
auxprod6_1_21_1464,Extrato de nogueira [tintura],2,p
auxprod6_1_21_1465,Extrato de sucupira [insumo farmacêutico],1,p
auxprod6_1_21_1466,Extrato de tomate [polpa de tomate],29,p
auxprod6_1_21_1467,Extrato de unha-de-gato [Uncaria] [insumo farmacêutico],1,p
auxprod6_1_21_1468,Fabricador de gelo para uso industrial e comercial,11,p
auxprod6_1_21_1469,Faca [utensílio de cozinha ou cutelaria],8,p
auxprod6_1_21_1470,Faca para abate e para esfolar animal,8,p
auxprod6_1_21_1471,Facão,8,p
auxprod6_1_21_1472,Faixa e fita comemorativa ou condecorativa,26,p
auxprod6_1_21_1473,Faixa para uso cirúrgico ou curativo,5,p
auxprod6_1_21_1474,Faixa refletidora própria para carroceria de veículos,12,p
auxprod6_1_21_1475,Faixas têxteis,24,p
auxprod6_1_21_1476,"Faldistório [cadeira episcopal móvel, sem espaldar, usada nos atos litúrgicos que 
devem ser realizados em frente do altar; facistol]",20,p
auxprod6_1_21_1477,Fantasias de carnaval [vestuário],25,p
auxprod6_1_21_1478,Faqueiro,8,p
auxprod6_1_21_1479,Farda,25,p
auxprod6_1_21_1480,Fardão,25,p
auxprod6_1_21_1481,Farinha com levedura comestível,30,p
auxprod6_1_21_1482,Farinha de arroz para alimentação humana,30,p
auxprod6_1_21_1483,Farinha de cortiça [isolante],17,p
auxprod6_1_21_1484,Farinha de mandioca,30,p
auxprod6_1_21_1485,Farinha de osso para animal,31,p
auxprod6_1_21_1486,Farinha de tapioca para consumo,30,p
auxprod6_1_21_1487,Farinha fóssil [adubo],1,p
auxprod6_1_21_1488,Farinha integral [uso alimentar],30,p
auxprod6_1_21_1489,Farinha para sopa,30,p
auxprod6_1_21_1490,Farofa,30,p
auxprod6_1_21_1491,Farol de acetileno para veículo,11,p
auxprod6_1_21_1492,Farolete para veículo,11,p
auxprod6_1_21_1493,Fasquia de madeira [pedaço de madeira comprido e estreito; ripa],19,p
auxprod6_1_21_1494,Fatiador não elétrico de legumes,8,p
auxprod6_1_21_1495,Fatura [impressos],16,p
auxprod6_1_21_1496,Fava de feijão [in natura],31,p
auxprod6_1_21_1497,Fechadura de culatra de arma,13,p
auxprod6_1_21_1498,Fechadura para arma de fogo,13,p
auxprod6_1_21_1499,Fecho corrediço [fechos ecler],26,p
auxprod6_1_21_1500,fécula de araruta,30,p
auxprod6_1_21_1501,Fécula de arroz,30,p
auxprod6_1_21_1502,"Feijão [grão, produto agrícola in natura]",31,p
auxprod6_1_21_1503,Feijão em conserva [ou ensacado],29,p
auxprod6_1_21_1504,Feijoada,29,p
auxprod6_1_21_1505,Fendeleira,8,p
auxprod6_1_21_1506,Ferragem metálica para cortina,6,p
auxprod6_1_21_1507,Ferragem não metálica para cortina de metal,20,p
auxprod6_1_21_1508,Ferrita de bário,1,p
auxprod6_1_21_1509,Ferro coloidal,1,p
auxprod6_1_21_1510,Ferro de amolar,8,p
auxprod6_1_21_1511,Ferro titanosilício,6,p
auxprod6_1_21_1512,Ferro zircônio,6,p
auxprod6_1_21_1513,Ferro-gusa,6,p
auxprod6_1_21_1514,Ferrocromo,6,p
auxprod6_1_21_1515,Ferrolho [aldrava],6,p
auxprod6_1_21_1516,Fibra de piaçava,22,p
auxprod6_1_21_1517,Fibra e filamento originário de pelo de animal,22,p
auxprod6_1_21_1518,Fibra sintética para concreto,19,p
auxprod6_1_21_1519,Fibra vegetal para reforçar concreto ou asfalto,22,p
auxprod6_1_21_1520,Fibras corrugadas de aço,6,p
auxprod6_1_21_1521,Fibras de buriti,22,p
auxprod6_1_21_1522,Fibras de capim dourado,22,p
auxprod6_1_21_1523,Fichário de mesa,16,p
auxprod6_1_21_1524,Fígado,29,p
auxprod6_1_21_1525,Figuras para colecionador [artigos de papelaria],16,p
auxprod6_1_21_1526,Figurinhas adesivas de papel para álbuns,16,p
auxprod6_1_21_1527,Filme de polietileno [para embalar ou embrulhar],16,p
auxprod6_1_21_1528,Filtro de óleo e combustível para veículo,12,p
auxprod6_1_21_1529,Filtro de piscina,11,p
auxprod6_1_21_1530,Filtro doméstico para água potável,11,p
auxprod6_1_21_1531,Filtro ortocromático para fotografia,9,p
auxprod6_1_21_1532,Fio de Florença para cirurgia,10,p
auxprod6_1_21_1533,Fio e cabo blindado não elétrico,6,p
auxprod6_1_21_1534,Fio guia para fim cirúrgico,10,p
auxprod6_1_21_1535,"Fios de poliamida, agrupados em forma de corda, impregnados com elastômero, 
destinados ao reparo temporário de pneus",12,p
auxprod6_1_21_1536,Fios duros usados em ortodontia,10,p
auxprod6_1_21_1537,Fita adesiva para limpeza de roupa,3,p
auxprod6_1_21_1538,Fita [armarinho],26,p
auxprod6_1_21_1539,Fita [cartucho] de jogo para videogame,9,p
auxprod6_1_21_1540,Fita cassete ou de vídeo [gravada ou não],9,p
auxprod6_1_21_1541,Fita de borracha,17,p
auxprod6_1_21_1542,Fita e fitilho para animal [em couro],18,p
auxprod6_1_21_1543,Fita para computador,9,p
auxprod6_1_21_1544,Fita para uso cirúrgico ou curativo,10,p
auxprod6_1_21_1545,Fita veda-rosca [adesivo plástico para vedação],17,p
auxprod6_1_21_1546,Fitas adesivas antiderrapantes para equipamentos esportivos,28,p
auxprod6_1_21_1547,Fitas adesivas para fraldas,26,p
auxprod6_1_21_1548,Fitas com ganchos para serem utilizadas em tapetes,26,p
auxprod6_1_21_1549,Fixadores [fotografia],1,p
auxprod6_1_21_1550,Flâmula,24,p
auxprod6_1_21_1551,Flap de avião,12,p
auxprod6_1_21_1552,Flavorizantes para cosméticos [exceto óleos essenciais],30,p
auxprod6_1_21_1553,Flavorizantes para medicamentos [exceto óleos essenciais],30,p
auxprod6_1_21_1554,Flecha,28,p
auxprod6_1_21_1555,Floco de tabaco,34,p
auxprod6_1_21_1556,Florão,19,p
auxprod6_1_21_1557,Florete [arma branca],8,p
auxprod6_1_21_1558,Fluido de borracha para aplicação em reforma de pneumático,1,p
auxprod6_1_21_1559,Fluido destinado exclusivamente para calafetar e vedar,17,p
auxprod6_1_21_1560,Fluidos para isqueiro,4,p
auxprod6_1_21_1561,Fluoreto para tratamento dentário,5,p
auxprod6_1_21_1562,Flutuador para piscina [acessório esportivo],28,p
auxprod6_1_21_1563,Fogão a gás,11,p
auxprod6_1_21_1564,Fogão elétrico,11,p
auxprod6_1_21_1565,Fogareiro elétrico,11,p
auxprod6_1_21_1566,Fogos sinalizadores,13,p
auxprod6_1_21_1567,Foguete de artifício,13,p
auxprod6_1_21_1568,Folha de fumo,34,p
auxprod6_1_21_1569,Folha de pitanga para infusão não medicinal,30,p
auxprod6_1_21_1570,Fonógrafo,9,p
auxprod6_1_21_1571,Forja,6,p
auxprod6_1_21_1572,Forma metálica,6,p
auxprod6_1_21_1573,Formão,8,p
auxprod6_1_21_1574,Forno a gás,11,p
auxprod6_1_21_1575,Forno crematório,11,p
auxprod6_1_21_1576,Forno de aquecimento para reativação de carvão,11,p
auxprod6_1_21_1577,Forno doméstico elétrico,11,p
auxprod6_1_21_1578,Forno e fornalha industrial,11,p
auxprod6_1_21_1579,Forno para fundição,11,p
auxprod6_1_21_1580,Forquilha [ferramenta],8,p
auxprod6_1_21_1581,Fosfatos estabilizantes para alimentos,1,p
auxprod6_1_21_1582,Fotótipo [clichê],16,p
auxprod6_1_21_1583,Fraque,25,p
auxprod6_1_21_1584,Frasqueira [mala ou bolsa],18,p
auxprod6_1_21_1585,Freezer de uso doméstico,11,p
auxprod6_1_21_1586,Frios [embutido],29,p
auxprod6_1_21_1587,Frutos do mar,29,p
auxprod6_1_21_1588,Frutose [adoçante natural],30,p
auxprod6_1_21_1589,Fubá,30,p
auxprod6_1_21_1590,Fumo de rolo,34,p
auxprod6_1_21_1591,Funda [arma],13,p
auxprod6_1_21_1592,Furadeira manual,8,p
auxprod6_1_21_1593,Furador para tíquete [manual],8,p
auxprod6_1_21_1594,Fuzil,13,p
auxprod6_1_21_1595,Gabardine [tecido],24,p
auxprod6_1_21_1596,Gaita,15,p
auxprod6_1_21_1597,Galão [artigo de armarinho],26,p
auxprod6_1_21_1598,Gangorra,28,p
auxprod6_1_21_1599,Garapa [bebida],32,p
auxprod6_1_21_1600,Garfo para estrume [forcados],8,p
auxprod6_1_21_1601,Garrafão de plástico para armazenagem de líquidos,20,p
auxprod6_1_21_1602,Garrafas para água,21,p
auxprod6_1_21_1603,Gás de cozinha,4,p
auxprod6_1_21_1604,Gás de xisto betuminoso,4,p
auxprod6_1_21_1605,Gás metano e butano,4,p
auxprod6_1_21_1606,Gás néon,1,p
auxprod6_1_21_1607,Gases para refrigeração,1,p
auxprod6_1_21_1608,Gaveta,20,p
auxprod6_1_21_1609,Gel antisséptico para aliviar a dor,5,p
auxprod6_1_21_1610,Gel antisséptico para o combate ao vício do fumo,5,p
auxprod6_1_21_1611,Geladeira,11,p
auxprod6_1_21_1612,Geladeira a gás,11,p
auxprod6_1_21_1613,Geladeira industrial e comercial,11,p
auxprod6_1_21_1614,Gelificantes [agentes químicos utilizados na manufatura de alimentos],1,p
auxprod6_1_21_1615,Gerador para solda elétrica,11,p
auxprod6_1_21_1616,Geradores de bolhas de sabão e espuma para espetáculos,11,p
auxprod6_1_21_1617,Giesta [fibra têxtil],22,p
auxprod6_1_21_1618,Giroscópio,9,p
auxprod6_1_21_1619,Goiabada,29,p
auxprod6_1_21_1620,Gorgorão [armarinho],26,p
auxprod6_1_21_1621,Gorgorão [tecido],24,p
auxprod6_1_21_1622,Grafita natural cristalina destinada à lubrificação de semente,1,p
auxprod6_1_21_1623,Grafite [lápis para desenho],16,p
auxprod6_1_21_1624,Grafite [mina para lapiseira],16,p
auxprod6_1_21_1625,Grampeador [aparelho],9,p
auxprod6_1_21_1626,Grampeador para uso industrial,7,p
auxprod6_1_21_1627,Grampo cirúrgico,10,p
auxprod6_1_21_1628,Grampo de alpinismo,28,p
auxprod6_1_21_1629,Grampo de metal [ferragem],6,p
auxprod6_1_21_1630,Grampo para ardósia,6,p
auxprod6_1_21_1631,Grampo para grampeador industrial,7,p
auxprod6_1_21_1632,Granulado sanitário para animal,31,p
auxprod6_1_21_1633,Grão-de-bico,31,p
auxprod6_1_21_1634,Graspa [it. grappa],33,p
auxprod6_1_21_1635,Grinalda de flor natural,31,p
auxprod6_1_21_1636,Grua,7,p
auxprod6_1_21_1637,Guaçatonga para infusão não medicinal,30,p
auxprod6_1_21_1638,Guaco para infusão não medicinal,30,p
auxprod6_1_21_1639,Guandu [fruto do anduzeiro],31,p
auxprod6_1_21_1640,Guaraná [bebida não alcoólica],32,p
auxprod6_1_21_1641,"Guaraná [pó para preparar bebida, exceto para fins medicinais, dietéticos ou 
terapêuticos]",32,p
auxprod6_1_21_1642,"Guaraná [xarope, exceto para fins medicinais, dietéticos ou terapêuticos]",32,p
auxprod6_1_21_1643,Guaxima [fibra têxtil],22,p
auxprod6_1_21_1644,Guichê,19,p
auxprod6_1_21_1645,Guilhotina manual,8,p
auxprod6_1_21_1646,Guitarra,15,p
auxprod6_1_21_1647,"Guitarra chinesa [pipa, violão]",15,p
auxprod6_1_21_1648,Guizo [brinquedo],28,p
auxprod6_1_21_1649,Gurjão de peixe,29,p
auxprod6_1_21_1650,Hambúrguer de carne,29,p
auxprod6_1_21_1651,Hambúrguer de peixe,29,p
auxprod6_1_21_1652,Haste de metal,6,p
auxprod6_1_21_1653,Hebdomadário [semanário; publicação],16,p
auxprod6_1_21_1654,Hipnoanalgésico,5,p
auxprod6_1_21_1655,Hipnótico [sonífero],5,p
auxprod6_1_21_1656,Holofote,11,p
auxprod6_1_21_1657,Hormônio para o tratamento de insuficiência testicular,5,p
auxprod6_1_21_1658,Hortelã,31,p
auxprod6_1_21_1659,Imã para o estômago de animal,10,p
auxprod6_1_21_1660,Imobilizador de cabeça [para proteção],9,p
auxprod6_1_21_1661,Imobilizador ortopédico [tala],10,p
auxprod6_1_21_1662,Impressor [máquina],7,p
auxprod6_1_21_1663,Imunoglobulina,5,p
auxprod6_1_21_1664,Imunossoro,5,p
auxprod6_1_21_1665,Inalante,5,p
auxprod6_1_21_1666,Inibidor de vórtice [parte de instalações hidráulicas],11,p
auxprod6_1_21_1667,Inibidor do metabolismo,5,p
auxprod6_1_21_1668,Inibidores enzimáticos [conservantes],1,p
auxprod6_1_21_1669,Inibidor hormonal,5,p
auxprod6_1_21_1670,Instalação para abastecimento de água,11,p
auxprod6_1_21_1671,Instalação para distribuição de fluido líquido ou gasoso,11,p
auxprod6_1_21_1672,Instalação para tratamento de água servida,11,p
auxprod6_1_21_1673,Instrumento acústico [musical],15,p
auxprod6_1_21_1674,Instrumento de controle para caldeira,9,p
auxprod6_1_21_1675,Instrumento manual para apicultura,8,p
auxprod6_1_21_1676,Instrumento para alimentar ou dar de beber a ave,21,p
auxprod6_1_21_1677,Instrumento para embriotomia,10,p
auxprod6_1_21_1678,Instrumento usado na agrimensura,9,p
auxprod6_1_21_1679,Insulina para tratamento da diabetes [medicamento],5,p
auxprod6_1_21_1680,"Interruptor para computador, de força",9,p
auxprod6_1_21_1681,"Interruptor para computador, de velocidade",9,p
auxprod6_1_21_1682,Interruptor para farol e seta para veículo,12,p
auxprod6_1_21_1683,"Isca natural para pesca, viva ou não",31,p
auxprod6_1_21_1684,Isolante de fibra,17,p
auxprod6_1_21_1685,Jacinto em bruto [destinado à indústria],1,p
auxprod6_1_21_1686,Jade em bruto [destinado à indústria],1,p
auxprod6_1_21_1687,Jaleco,25,p
auxprod6_1_21_1688,Jaleco descartável,10,p
auxprod6_1_21_1689,Jangada,12,p
auxprod6_1_21_1690,Jarina [marfim vegetal],20,p
auxprod6_1_21_1691,Jaú não metálico [andaime],19,p
auxprod6_1_21_1692,Joelho [enroladinho],30,p
auxprod6_1_21_1693,Jogo de cartas,28,p
auxprod6_1_21_1694,Jogo de dardo,28,p
auxprod6_1_21_1695,Jogo de matriz,7,p
auxprod6_1_21_1696,Jogo de matriz com bucha e rolamento de esfera,7,p
auxprod6_1_21_1697,Jogo de roleta,28,p
auxprod6_1_21_1698,Jogo erótico,28,p
auxprod6_1_21_1699,Joia de nióbio,14,p
auxprod6_1_21_1700,Junco em bruto,22,p
auxprod6_1_21_1701,Junta [peça de motor],7,p
auxprod6_1_21_1702,Junta metálica,6,p
auxprod6_1_21_1703,Junta não metálica,17,p
auxprod6_1_21_1704,Juta [planta],31,p
auxprod6_1_21_1705,Kenaf [cânhamo-brasileiro],22,p
auxprod6_1_21_1706,Kit manicure [estojos de manicure] com artigos de cutelaria,8,p
auxprod6_1_21_1707,"Kits educacionais, compreendendo livros e cassetes de áudio, embalados como 
uma unidade",16,p
auxprod6_1_21_1708,"Kits educacionais, compreendendo livros e cds ou dvds, embalados como uma 
unidade",16,p
auxprod6_1_21_1709,"Kits educacionais, compreendendo livros e mídia magnética,  embalados como 
uma unidade",16,p
auxprod6_1_21_1710,Lã de aço em bruto,6,p
auxprod6_1_21_1711,Lã de madeira,19,p
auxprod6_1_21_1712,Laçarote e laço para animal,18,p
auxprod6_1_21_1713,Laço para roupa,26,p
auxprod6_1_21_1714,"Lacres de proteção e segurança para medidores de água, gás e energia elétrica",9,p
auxprod6_1_21_1715,Lajota,19,p
auxprod6_1_21_1716,Lâmina de frenagem adaptável ao esqui,28,p
auxprod6_1_21_1717,Lâmina de madeira,19,p
auxprod6_1_21_1718,Lâmina de metal,6,p
auxprod6_1_21_1719,Laminado de metal,6,p
auxprod6_1_21_1720,Laminados plásticos para revestimento de móveis,20,p
auxprod6_1_21_1721,Laminados plásticos para revestimento de pisos e paredes,27,p
auxprod6_1_21_1722,Lâmpada de fenda [biomicroscópio ocular],10,p
auxprod6_1_21_1723,Lâmpadas à base de diodos emissores de luz (LED),11,p
auxprod6_1_21_1724,Lâmpada incandescente,11,p
auxprod6_1_21_1725,Lampião elétrico,11,p
auxprod6_1_21_1726,Lampião não elétrico,4,p
auxprod6_1_21_1727,Lança,8,p
auxprod6_1_21_1728,Lançador de granada,13,p
auxprod6_1_21_1729,Lanterna para sinal de navio,9,p
auxprod6_1_21_1730,Lanterna para veículo,11,p
auxprod6_1_21_1731,Lápis-lazúli [lazurita=pedra ornamental],14,p
auxprod6_1_21_1732,Lasanha,30,p
auxprod6_1_21_1733,Lavadora a gás,7,p
auxprod6_1_21_1734,Lavadora de roupa e de louça,7,p
auxprod6_1_21_1735,Lavadora para uso industrial,7,p
auxprod6_1_21_1736,Leite de coco,29,p
auxprod6_1_21_1737,Leite de soja [condimento],30,p
auxprod6_1_21_1738,Leiteira,21,p
auxprod6_1_21_1739,Lenço de lapela,25,p
auxprod6_1_21_1740,Lenços umedecidos antibacterianos para uso hospitalar,5,p
auxprod6_1_21_1741,Letreiro de vidro,21,p
auxprod6_1_21_1742,Liberador hormonal,5,p
auxprod6_1_21_1743,Licoreira,21,p
auxprod6_1_21_1744,Ligante para fundição [produto químico],1,p
auxprod6_1_21_1745,Lima para calo,8,p
auxprod6_1_21_1746,Lingerie,25,p
auxprod6_1_21_1747,Lingoteira,6,p
auxprod6_1_21_1748,Língua,29,p
auxprod6_1_21_1749,Lingüiça,29,p
auxprod6_1_21_1750,Linha de chenille,23,p
auxprod6_1_21_1751,Líquido antiembaçante [produto químico],1,p
auxprod6_1_21_1752,Líquido antiembaçante para óculos de natação,9,p
auxprod6_1_21_1753,Líquido antibacteriano para higiene hospitalar,5,p
auxprod6_1_21_1754,Líquido para dessulfatar o acumulador elétrico,1,p
auxprod6_1_21_1755,"Líquido, creme e pó para limpeza do dente",3,p
auxprod6_1_21_1756,Livro cartonado,16,p
auxprod6_1_21_1757,Livro de bolso,16,p
auxprod6_1_21_1758,Livro de contabilidade,16,p
auxprod6_1_21_1759,Livro de tombo,16,p
auxprod6_1_21_1760,Livro didático,16,p
auxprod6_1_21_1761,Livro encadernado,16,p
auxprod6_1_21_1762,Livro litúrgico,16,p
auxprod6_1_21_1763,Lixadeira elétrica de bancada,7,p
auxprod6_1_21_1764,"Lixadeira elétrica manual, com propulsão muscular",8,p
auxprod6_1_21_1765,"Lixadeira manual, não elétrica [propulsão muscular]",8,p
auxprod6_1_21_1766,Lixa para limpeza,3,p
auxprod6_1_21_1767,Loção para assepsia pré-cirúrgica,5,p
auxprod6_1_21_1768,Lombo,29,p
auxprod6_1_21_1769,Lona [tecido],24,p
auxprod6_1_21_1770,Lona plástica em bobina,17,p
auxprod6_1_21_1771,Louro,30,p
auxprod6_1_21_1772,Lubrificante vaginal,5,p
auxprod6_1_21_1773,Lula,29,p
auxprod6_1_21_1774,Luminária,11,p
auxprod6_1_21_1775,Lustra-móvel,3,p
auxprod6_1_21_1776,Luva cirúrgica,10,p
auxprod6_1_21_1777,Luva térmica [proteção e segurança],9,p
auxprod6_1_21_1778,Macaco hidráulico,7,p
auxprod6_1_21_1779,Macaco hidráulico manual,8,p
auxprod6_1_21_1780,Macela [erva utilizada em enchimento de travesseiro],22,p
auxprod6_1_21_1781,Macela [marcela] para infusão não medicinal,30,p
auxprod6_1_21_1782,Macete,8,p
auxprod6_1_21_1783,Machadinha de tanoeiro,8,p
auxprod6_1_21_1784,Macho [ferramenta],8,p
auxprod6_1_21_1785,Macho para fundição de metal,6,p
auxprod6_1_21_1786,Magnetita usada para produção de ferro e de aço,6,p
auxprod6_1_21_1787,"Magneto [magnetismo, magnético, ímã]",9,p
auxprod6_1_21_1788,Maiô,25,p
auxprod6_1_21_1789,Malaquita em bruto,6,p
auxprod6_1_21_1790,Malho [martelo de ferro],8,p
auxprod6_1_21_1791,Mama [fertilizante],1,p
auxprod6_1_21_1792,Mancal,7,p
auxprod6_1_21_1793,Manchões radiais [parte de veículo],12,p
auxprod6_1_21_1794,Mandolina [Mandola = antigo instrumento da família do alaúde],15,p
auxprod6_1_21_1795,Manganita,1,p
auxprod6_1_21_1796,Mangueira e correia [peça de máquina],7,p
auxprod6_1_21_1797,Mangueira metálica para água,6,p
auxprod6_1_21_1798,Manilha [tubo] de concreto,19,p
auxprod6_1_21_1799,Manjericão,31,p
auxprod6_1_21_1800,Manjerona,31,p
auxprod6_1_21_1801,Manta balística [tecido],24,p
auxprod6_1_21_1802,"Manta térmica elétrica, exceto para uso medicinal",11,p
auxprod6_1_21_1803,Manta térmica elétrica para uso medicinal,10,p
auxprod6_1_21_1804,Manteiga de alho,29,p
auxprod6_1_21_1805,Manteiga de cacau de uso farmacêutico,5,p
auxprod6_1_21_1806,"Máquina acionadora [elevador] elétrica e/ou mecânica do vidro da porta [parte de 
veículos]",12,p
auxprod6_1_21_1807,Máquina de beneficiamento e seleção de produto hortifrutigranjeiro,7,p
auxprod6_1_21_1808,Máquina de café expresso para uso industrial e comercial,11,p
auxprod6_1_21_1809,Máquina de ceifar,7,p
